hour_ts,oblast_id,lead_hours,y_alert_active,oblast_name,centroid_lat,centroid_lon,temp_c,wind_speed,precip_mm,cloud_cover,self_alert_active,neighbor_alert_count,neighbor_alert_frac,hour_of_day,dow,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,osint_mig31_airborne,osint_tu95_takeoff,osint_mass_national,osint_mass_oblast,hours_since_mig31,hours_since_tu95,year
2022-07-17 11:00:00+00,9,1,false,Kherson,46.65,33.4,25.0,8.7,0.2,64.0,false,0,0.0,11,0,7,true,0.258819,-0.965926,0.0,1.0,false,false,false,false,,20,2022
2022-07-17 12:00:00+00,9,2,false,Kherson,46.65,33.4,24.2,14.3,0.1,100.0,false,0,0.0,12,0,7,true,0.0,-1.0,0.0,1.0,false,false,false,false,,21,2022
2022-07-17 13:00:00+00,9,2,false,Kherson,46.65,33.4,24.5,13.3,0.7,72.0,false,0,0.0,13,0,7,true,-0.258819,-0.965926,0.0,1.0,false,false,false,false,,22,2022
2022-07-17 14:00:00+00,9,2,false,Kherson,46.65,33.4,23.3,14.1,0.4,28.0,false,0,0.0,14,0,7,true,-0.5,-0.866025,0.0,1.0,false,false,false,false,,23,2022
2022-07-17 15:00:00+00,9,2,false,Kherson,46.65,33.4,23.9,13.7,0.0,38.0,false,0,0.0,15,0,7,true,-0.707107,-0.707107,0.0,1.0,false,false,false,false,,24,2022
2022-07-17 16:00:00+00,9,2,false,Kherson,46.65,33.4,23.3,15.8,0.0,37.0,false,0,0.0,16,0,7,true,-0.866025,-0.5,0.0,1.0,false,false,false,false,,25,2022
2022-07-17 17:00:00+00,9,1,false,Kherson,46.65,33.4,22.5,11.1,0.0,10.0,false,0,0.0,17,0,7,true,-0.965926,-0.258819,0.0,1.0,false,false,false,false,,26,2022
2022-07-17 18:00:00+00,9,2,false,Kherson,46.65,33.4,21.1,7.1,0.0,12.0,false,0,0.0,18,0,7,true,-1.0,0.0,0.0,1.0,false,false,false,false,,27,2022
2022-07-17 19:00:00+00,9,2,false,Kherson,46.65,33.4,20.5,9.9,0.0,17.0,false,0,0.0,19,0,7,true,-0.965926,0.258819,0.0,1.0,false,false,false,false,,28,2022
2022-07-17 20:00:00+00,9,2,false,Kherson,46.65,33.4,20.5,14.4,0.0,11.0,false,1,0.25,20,0,7,true,-0.866025,0.5,0.0,1.0,false,false,false,false,,29,2022
2022-07-17 21:00:00+00,9,2,false,Kherson,46.65,33.4,19.8,12.8,0.0,0.0,false,1,0.25,21,0,7,true,-0.707107,0.707107,0.0,1.0,false,false,false,false,,30,2022
2022-07-17 22:00:00+00,9,1,false,Kherson,46.65,33.4,18.6,13.4,0.0,0.0,false,0,0.0,22,0,7,true,-0.5,0.866025,0.0,1.0,false,false,false,false,,31,2022
2022-07-17 23:00:00+00,9,2,false,Kherson,46.65,33.4,17.8,12.7,0.0,0.0,false,0,0.0,23,0,7,true,-0.258819,0.965926,0.0,1.0,false,false,false,false,,32,2022
2022-07-18 00:00:00+00,9,2,false,Kherson,46.65,33.4,17.2,13.1,0.0,0.0,false,1,0.25,0,1,7,false,0.0,1.0,0.781831,0.62349,false,false,false,false,,33,2022
2022-07-18 01:00:00+00,9,2,false,Kherson,46.65,33.4,16.5,13.8,0.0,0.0,false,0,0.0,1,1,7,false,0.258819,0.965926,0.781831,0.62349,false,false,false,false,,34,2022
2022-07-18 02:00:00+00,9,2,false,Kherson,46.65,33.4,15.8,13.3,0.0,0.0,false,1,0.25,2,1,7,false,0.5,0.866025,0.781831,0.62349,false,false,false,false,,35,2022
2022-07-18 03:00:00+00,9,2,false,Kherson,46.65,33.4,15.5,13.7,0.0,0.0,false,0,0.0,3,1,7,false,0.707107,0.707107,0.781831,0.62349,false,false,false,false,,36,2022
2022-07-18 04:00:00+00,9,2,false,Kherson,46.65,33.4,16.1,14.5,0.0,0.0,false,0,0.0,4,1,7,false,0.866025,0.5,0.781831,0.62349,false,false,false,false,,37,2022
2022-07-18 05:00:00+00,9,2,false,Kherson,46.65,33.4,17.0,15.5,0.0,0.0,false,0,0.0,5,1,7,false,0.965926,0.258819,0.781831,0.62349,false,false,false,false,,38,2022
2022-07-18 06:00:00+00,9,1,false,Kherson,46.65,33.4,18.2,14.7,0.0,0.0,false,3,0.75,6,1,7,false,1.0,0.0,0.781831,0.62349,false,false,false,false,,39,2022
2022-07-18 07:00:00+00,9,1,false,Kherson,46.65,33.4,19.4,14.3,0.0,0.0,false,1,0.25,7,1,7,false,0.965926,-0.258819,0.781831,0.62349,false,false,false,false,,40,2022
2022-07-18 08:00:00+00,9,1,false,Kherson,46.65,33.4,20.6,15.3,0.0,0.0,false,1,0.25,8,1,7,false,0.866025,-0.5,0.781831,0.62349,false,false,false,false,,41,2022
2022-07-18 09:00:00+00,9,2,false,Kherson,46.65,33.4,21.8,16.5,0.0,0.0,false,0,0.0,9,1,7,false,0.707107,-0.707107,0.781831,0.62349,false,false,false,false,,42,2022
2022-07-18 10:00:00+00,9,2,false,Kherson,46.65,33.4,22.6,17.7,0.0,0.0,false,0,0.0,10,1,7,false,0.5,-0.866025,0.781831,0.62349,false,false,false,false,,43,2022
2022-07-18 11:00:00+00,9,2,false,Kherson,46.65,33.4,23.4,17.3,0.0,8.0,false,0,0.0,11,1,7,false,0.258819,-0.965926,0.781831,0.62349,false,false,false,false,,44,2022
2022-07-18 12:00:00+00,9,2,false,Kherson,46.65,33.4,24.4,17.3,0.0,5.0,false,0,0.0,12,1,7,false,0.0,-1.0,0.781831,0.62349,false,false,false,false,,45,2022
2022-07-18 13:00:00+00,9,1,false,Kherson,46.65,33.4,24.8,17.2,0.0,75.0,false,1,0.25,13,1,7,false,-0.258819,-0.965926,0.781831,0.62349,false,false,false,false,,46,2022
2022-07-18 14:00:00+00,9,1,false,Kherson,46.65,33.4,24.5,17.8,0.0,56.0,false,2,0.5,14,1,7,false,-0.5,-0.866025,0.781831,0.62349,false,false,false,false,,47,2022
2022-07-18 15:00:00+00,9,2,false,Kherson,46.65,33.4,24.2,14.7,0.0,100.0,false,3,0.75,15,1,7,false,-0.707107,-0.707107,0.781831,0.62349,false,false,false,false,,48,2022
2022-07-18 16:00:00+00,9,2,false,Kherson,46.65,33.4,23.2,15.5,0.0,6.0,false,0,0.0,16,1,7,false,-0.866025,-0.5,0.781831,0.62349,false,false,false,false,,49,2022
2022-07-18 17:00:00+00,9,1,false,Kherson,46.65,33.4,21.9,11.1,0.0,0.0,false,0,0.0,17,1,7,false,-0.965926,-0.258819,0.781831,0.62349,false,false,false,false,,50,2022
2022-07-18 18:00:00+00,9,2,false,Kherson,46.65,33.4,19.6,7.2,0.0,2.0,false,0,0.0,18,1,7,false,-1.0,0.0,0.781831,0.62349,false,false,false,false,,51,2022
2022-07-18 19:00:00+00,9,2,false,Kherson,46.65,33.4,18.5,7.0,0.0,0.0,false,3,0.75,19,1,7,false,-0.965926,0.258819,0.781831,0.62349,false,false,false,false,,52,2022
2022-07-18 20:00:00+00,9,1,false,Kherson,46.65,33.4,17.0,9.8,0.0,0.0,false,3,0.75,20,1,7,false,-0.866025,0.5,0.781831,0.62349,false,false,false,false,,53,2022
2022-07-18 21:00:00+00,9,2,false,Kherson,46.65,33.4,16.5,9.8,0.0,0.0,false,3,0.75,21,1,7,false,-0.707107,0.707107,0.781831,0.62349,false,false,false,false,,54,2022
2022-07-18 22:00:00+00,9,1,false,Kherson,46.65,33.4,16.4,9.0,0.0,0.0,false,1,0.25,22,1,7,false,-0.5,0.866025,0.781831,0.62349,false,false,false,false,,55,2022
2022-07-18 23:00:00+00,9,2,false,Kherson,46.65,33.4,15.9,9.4,0.0,0.0,false,2,0.5,23,1,7,false,-0.258819,0.965926,0.781831,0.62349,false,false,false,false,,56,2022
2022-07-19 00:00:00+00,9,2,false,Kherson,46.65,33.4,15.7,9.2,0.0,0.0,false,2,0.5,0,2,7,false,0.0,1.0,0.974928,-0.222521,false,false,false,false,,57,2022
2022-07-19 01:00:00+00,9,1,false,Kherson,46.65,33.4,15.9,6.8,0.0,0.0,false,3,0.75,1,2,7,false,0.258819,0.965926,0.974928,-0.222521,false,false,false,false,,58,2022
2022-07-19 02:00:00+00,9,1,false,Kherson,46.65,33.4,14.8,7.6,0.0,0.0,false,3,0.75,2,2,7,false,0.5,0.866025,0.974928,-0.222521,false,false,false,false,,59,2022
2022-07-19 03:00:00+00,9,2,false,Kherson,46.65,33.4,15.6,5.2,0.0,0.0,false,1,0.25,3,2,7,false,0.707107,0.707107,0.974928,-0.222521,false,false,false,false,,60,2022
2022-07-19 04:00:00+00,9,2,false,Kherson,46.65,33.4,17.9,4.7,0.0,0.0,false,0,0.0,4,2,7,false,0.866025,0.5,0.974928,-0.222521,false,false,false,false,,61,2022
2022-07-19 05:00:00+00,9,2,false,Kherson,46.65,33.4,20.1,5.0,0.0,0.0,false,0,0.0,5,2,7,false,0.965926,0.258819,0.974928,-0.222521,false,false,false,false,,62,2022
2022-07-19 06:00:00+00,9,2,false,Kherson,46.65,33.4,21.6,8.5,0.0,0.0,false,0,0.0,6,2,7,false,1.0,0.0,0.974928,-0.222521,false,false,false,false,,63,2022
2022-07-19 07:00:00+00,9,2,false,Kherson,46.65,33.4,22.8,8.4,0.0,0.0,false,0,0.0,7,2,7,false,0.965926,-0.258819,0.974928,-0.222521,false,false,false,false,,64,2022
2022-07-19 08:00:00+00,9,2,false,Kherson,46.65,33.4,23.7,8.6,0.0,3.0,false,3,0.75,8,2,7,false,0.866025,-0.5,0.974928,-0.222521,false,false,false,false,,65,2022
2022-07-19 09:00:00+00,9,2,false,Kherson,46.65,33.4,24.7,8.8,0.0,38.0,false,2,0.5,9,2,7,false,0.707107,-0.707107,0.974928,-0.222521,false,false,false,false,,66,2022
2022-07-19 10:00:00+00,9,5,false,Kherson,46.65,33.4,25.1,10.1,0.0,100.0,false,0,0.0,10,2,7,false,0.5,-0.866025,0.974928,-0.222521,false,false,false,false,,67,2022
2022-07-19 11:00:00+00,9,2,false,Kherson,46.65,33.4,24.9,10.2,0.0,61.0,false,0,0.0,11,2,7,false,0.258819,-0.965926,0.974928,-0.222521,false,false,false,false,,68,2022
2022-07-19 12:00:00+00,9,2,false,Kherson,46.65,33.4,25.6,7.7,0.0,21.0,false,0,0.0,12,2,7,false,0.0,-1.0,0.974928,-0.222521,false,false,false,false,,69,2022
2022-07-19 13:00:00+00,9,2,false,Kherson,46.65,33.4,26.1,8.0,0.0,64.0,false,0,0.0,13,2,7,false,-0.258819,-0.965926,0.974928,-0.222521,false,false,true,false,,70,2022
2022-07-19 14:00:00+00,9,5,false,Kherson,46.65,33.4,26.0,8.7,0.0,95.0,false,0,0.0,14,2,7,false,-0.5,-0.866025,0.974928,-0.222521,false,false,true,false,,71,2022
2022-07-19 15:00:00+00,9,2,false,Kherson,46.65,33.4,25.5,7.7,0.0,100.0,false,1,0.25,15,2,7,false,-0.707107,-0.707107,0.974928,-0.222521,false,false,true,false,,72,2022
2022-07-19 16:00:00+00,9,2,false,Kherson,46.65,33.4,24.5,6.4,0.0,100.0,false,0,0.0,16,2,7,false,-0.866025,-0.5,0.974928,-0.222521,false,false,true,false,,73,2022
2022-07-19 17:00:00+00,9,2,false,Kherson,46.65,33.4,23.6,8.8,0.0,41.0,false,1,0.25,17,2,7,false,-0.965926,-0.258819,0.974928,-0.222521,false,false,true,false,,74,2022
2022-07-19 18:00:00+00,9,2,false,Kherson,46.65,33.4,22.2,7.5,0.0,25.0,false,1,0.25,18,2,7,false,-1.0,0.0,0.974928,-0.222521,false,false,true,false,,75,2022
2022-07-19 19:00:00+00,9,2,false,Kherson,46.65,33.4,20.3,8.8,0.0,47.0,false,1,0.25,19,2,7,false,-0.965926,0.258819,0.974928,-0.222521,false,false,false,false,,76,2022
2022-07-19 20:00:00+00,9,5,false,Kherson,46.65,33.4,20.9,6.8,0.0,100.0,false,0,0.0,20,2,7,false,-0.866025,0.5,0.974928,-0.222521,false,false,false,false,,77,2022
2022-07-19 21:00:00+00,9,2,false,Kherson,46.65,33.4,22.1,4.1,0.0,6.0,false,0,0.0,21,2,7,false,-0.707107,0.707107,0.974928,-0.222521,false,false,false,false,,78,2022
2022-07-19 22:00:00+00,9,2,false,Kherson,46.65,33.4,18.9,8.0,0.0,2.0,false,1,0.25,22,2,7,false,-0.5,0.866025,0.974928,-0.222521,false,false,false,false,,79,2022
2022-07-19 23:00:00+00,9,2,false,Kherson,46.65,33.4,17.6,7.2,0.0,1.0,false,1,0.25,23,2,7,false,-0.258819,0.965926,0.974928,-0.222521,false,false,false,false,,80,2022
2022-07-20 00:00:00+00,9,2,false,Kherson,46.65,33.4,17.5,7.3,0.0,3.0,false,1,0.25,0,3,7,false,0.0,1.0,0.433884,-0.900969,false,false,false,false,,81,2022
2022-07-20 01:00:00+00,9,2,false,Kherson,46.65,33.4,17.5,6.4,0.0,1.0,false,1,0.25,1,3,7,false,0.258819,0.965926,0.433884,-0.900969,false,false,false,false,,82,2022
2022-07-20 02:00:00+00,9,5,false,Kherson,46.65,33.4,16.5,7.9,0.0,10.0,false,1,0.25,2,3,7,false,0.5,0.866025,0.433884,-0.900969,false,false,false,false,,83,2022
2022-07-20 03:00:00+00,9,5,false,Kherson,46.65,33.4,17.4,6.1,0.0,1.0,false,0,0.0,3,3,7,false,0.707107,0.707107,0.433884,-0.900969,false,false,false,false,,84,2022
2022-07-20 04:00:00+00,9,2,false,Kherson,46.65,33.4,19.5,4.3,0.0,9.0,false,0,0.0,4,3,7,false,0.866025,0.5,0.433884,-0.900969,false,false,false,false,,85,2022
2022-07-20 05:00:00+00,9,2,false,Kherson,46.65,33.4,21.0,5.4,0.0,1.0,false,2,0.5,5,3,7,false,0.965926,0.258819,0.433884,-0.900969,false,false,false,false,,86,2022
2022-07-20 06:00:00+00,9,2,false,Kherson,46.65,33.4,23.0,7.2,0.0,0.0,false,2,0.5,6,3,7,false,1.0,0.0,0.433884,-0.900969,false,false,false,false,,87,2022
2022-07-20 08:00:00+00,9,2,false,Kherson,46.65,33.4,25.8,12.7,0.0,41.0,false,1,0.25,8,3,7,false,0.866025,-0.5,0.433884,-0.900969,false,false,false,false,,89,2022
2022-07-20 09:00:00+00,9,2,false,Kherson,46.65,33.4,26.1,12.6,0.1,23.0,false,1,0.25,9,3,7,false,0.707107,-0.707107,0.433884,-0.900969,false,false,false,false,,90,2022
2022-07-20 10:00:00+00,9,2,false,Kherson,46.65,33.4,26.8,13.5,0.1,45.0,false,0,0.0,10,3,7,false,0.5,-0.866025,0.433884,-0.900969,false,false,false,false,,91,2022
2022-07-20 11:00:00+00,9,2,false,Kherson,46.65,33.4,26.9,14.6,0.0,30.0,false,0,0.0,11,3,7,false,0.258819,-0.965926,0.433884,-0.900969,false,false,false,false,,92,2022
2022-07-20 12:00:00+00,9,5,false,Kherson,46.65,33.4,27.1,15.6,0.0,46.0,false,0,0.0,12,3,7,false,0.0,-1.0,0.433884,-0.900969,false,false,false,false,,93,2022
2022-07-20 13:00:00+00,9,2,false,Kherson,46.65,33.4,26.5,16.1,0.0,85.0,false,0,0.0,13,3,7,false,-0.258819,-0.965926,0.433884,-0.900969,false,false,false,false,,94,2022
2022-07-20 14:00:00+00,9,2,false,Kherson,46.65,33.4,27.1,11.6,0.0,20.0,false,0,0.0,14,3,7,false,-0.5,-0.866025,0.433884,-0.900969,false,false,false,false,,95,2022
2022-07-20 15:00:00+00,9,2,false,Kherson,46.65,33.4,27.6,9.7,0.0,32.0,false,0,0.0,15,3,7,false,-0.707107,-0.707107,0.433884,-0.900969,false,false,false,false,,96,2022
2022-07-20 16:00:00+00,9,2,false,Kherson,46.65,33.4,26.8,8.4,0.0,29.0,false,0,0.0,16,3,7,false,-0.866025,-0.5,0.433884,-0.900969,false,false,false,false,,97,2022
2022-07-20 17:00:00+00,9,2,false,Kherson,46.65,33.4,25.0,11.6,0.0,26.0,false,0,0.0,17,3,7,false,-0.965926,-0.258819,0.433884,-0.900969,false,false,false,false,,98,2022
2022-07-20 18:00:00+00,9,2,false,Kherson,46.65,33.4,23.8,18.9,0.0,36.0,false,0,0.0,18,3,7,false,-1.0,0.0,0.433884,-0.900969,false,false,false,false,,99,2022
2022-07-20 19:00:00+00,9,2,false,Kherson,46.65,33.4,23.1,18.3,0.0,24.0,false,0,0.0,19,3,7,false,-0.965926,0.258819,0.433884,-0.900969,false,false,false,false,,100,2022
2022-07-20 20:00:00+00,9,2,false,Kherson,46.65,33.4,22.4,13.0,0.0,57.0,false,0,0.0,20,3,7,false,-0.866025,0.5,0.433884,-0.900969,false,false,false,false,,101,2022
2022-07-20 21:00:00+00,9,2,false,Kherson,46.65,33.4,22.4,14.4,0.0,100.0,false,0,0.0,21,3,7,false,-0.707107,0.707107,0.433884,-0.900969,false,false,false,false,,102,2022
2022-07-20 22:00:00+00,9,2,false,Kherson,46.65,33.4,22.4,13.3,0.0,100.0,false,0,0.0,22,3,7,false,-0.5,0.866025,0.433884,-0.900969,false,false,false,false,,103,2022
2022-07-20 23:00:00+00,9,2,false,Kherson,46.65,33.4,21.5,14.1,0.1,100.0,false,0,0.0,23,3,7,false,-0.258819,0.965926,0.433884,-0.900969,false,false,false,false,,104,2022
2022-07-21 00:00:00+00,9,2,false,Kherson,46.65,33.4,18.9,7.2,0.0,34.0,false,3,0.75,0,4,7,false,0.0,1.0,-0.433884,-0.900969,false,false,false,false,,105,2022
2022-07-21 01:00:00+00,9,2,false,Kherson,46.65,33.4,19.0,16.3,0.0,32.0,false,2,0.5,1,4,7,false,0.258819,0.965926,-0.433884,-0.900969,false,false,false,false,,106,2022
2022-07-21 02:00:00+00,9,5,false,Kherson,46.65,33.4,18.0,16.0,0.0,1.0,false,0,0.0,2,4,7,false,0.5,0.866025,-0.433884,-0.900969,false,false,false,false,,107,2022
2022-07-21 03:00:00+00,9,2,false,Kherson,46.65,33.4,17.4,15.3,0.0,0.0,false,0,0.0,3,4,7,false,0.707107,0.707107,-0.433884,-0.900969,false,false,false,false,,108,2022
2022-07-21 04:00:00+00,9,2,false,Kherson,46.65,33.4,17.7,16.2,0.0,0.0,false,0,0.0,4,4,7,false,0.866025,0.5,-0.433884,-0.900969,false,false,false,false,,109,2022
2022-07-21 05:00:00+00,9,2,false,Kherson,46.65,33.4,18.5,16.2,0.0,0.0,false,0,0.0,5,4,7,false,0.965926,0.258819,-0.433884,-0.900969,false,false,false,false,,110,2022
2022-07-21 06:00:00+00,9,2,false,Kherson,46.65,33.4,19.7,14.1,0.0,0.0,false,1,0.25,6,4,7,false,1.0,0.0,-0.433884,-0.900969,false,false,false,false,,111,2022
2022-07-21 07:00:00+00,9,2,false,Kherson,46.65,33.4,21.1,13.3,0.0,0.0,false,0,0.0,7,4,7,false,0.965926,-0.258819,-0.433884,-0.900969,false,false,false,false,,112,2022
2022-07-21 08:00:00+00,9,5,false,Kherson,46.65,33.4,22.9,16.4,0.0,16.0,false,0,0.0,8,4,7,false,0.866025,-0.5,-0.433884,-0.900969,false,false,false,false,,113,2022
2022-07-21 09:00:00+00,9,2,false,Kherson,46.65,33.4,24.1,17.9,0.0,36.0,false,0,0.0,9,4,7,false,0.707107,-0.707107,-0.433884,-0.900969,false,false,false,false,,114,2022
2022-07-21 10:00:00+00,9,2,false,Kherson,46.65,33.4,24.8,19.4,0.0,100.0,false,0,0.0,10,4,7,false,0.5,-0.866025,-0.433884,-0.900969,false,false,false,false,,115,2022
2022-07-21 11:00:00+00,9,5,false,Kherson,46.65,33.4,25.1,18.2,0.0,48.0,false,0,0.0,11,4,7,false,0.258819,-0.965926,-0.433884,-0.900969,false,false,false,false,,116,2022
2022-07-21 12:00:00+00,9,2,false,Kherson,46.65,33.4,25.8,17.7,0.0,96.0,false,0,0.0,12,4,7,false,0.0,-1.0,-0.433884,-0.900969,false,false,false,false,,117,2022
2022-07-21 13:00:00+00,9,2,false,Kherson,46.65,33.4,25.9,15.0,0.0,100.0,false,0,0.0,13,4,7,false,-0.258819,-0.965926,-0.433884,-0.900969,false,false,false,false,,118,2022
2022-07-21 14:00:00+00,9,2,false,Kherson,46.65,33.4,26.2,16.3,0.0,100.0,false,1,0.25,14,4,7,false,-0.5,-0.866025,-0.433884,-0.900969,false,false,false,false,,119,2022
2022-07-21 15:00:00+00,9,5,false,Kherson,46.65,33.4,26.1,16.8,0.0,100.0,false,0,0.0,15,4,7,false,-0.707107,-0.707107,-0.433884,-0.900969,false,false,false,false,,120,2022
2022-07-21 16:00:00+00,9,5,false,Kherson,46.65,33.4,25.1,10.3,0.0,17.0,false,0,0.0,16,4,7,false,-0.866025,-0.5,-0.433884,-0.900969,false,false,false,false,,121,2022
2022-07-21 17:00:00+00,9,2,false,Kherson,46.65,33.4,23.6,5.6,0.0,100.0,false,0,0.0,17,4,7,false,-0.965926,-0.258819,-0.433884,-0.900969,false,false,false,false,,122,2022
2022-07-21 18:00:00+00,9,2,false,Kherson,46.65,33.4,22.2,7.4,0.0,81.0,false,0,0.0,18,4,7,false,-1.0,0.0,-0.433884,-0.900969,false,false,false,false,,123,2022
2022-07-21 19:00:00+00,9,2,false,Kherson,46.65,33.4,22.7,6.6,0.0,95.0,false,0,0.0,19,4,7,false,-0.965926,0.258819,-0.433884,-0.900969,false,false,false,false,,124,2022
2022-07-21 20:00:00+00,9,2,false,Kherson,46.65,33.4,21.4,6.1,0.0,20.0,false,0,0.0,20,4,7,false,-0.866025,0.5,-0.433884,-0.900969,false,false,false,false,,125,2022
2022-07-21 21:00:00+00,9,5,false,Kherson,46.65,33.4,19.5,6.2,0.0,2.0,false,0,0.0,21,4,7,false,-0.707107,0.707107,-0.433884,-0.900969,false,false,false,false,,126,2022
2022-07-21 22:00:00+00,9,5,false,Kherson,46.65,33.4,19.4,8.0,0.0,8.0,false,0,0.0,22,4,7,false,-0.5,0.866025,-0.433884,-0.900969,false,false,false,false,,127,2022
2022-07-21 23:00:00+00,9,2,false,Kherson,46.65,33.4,19.4,9.4,0.0,13.0,false,3,0.75,23,4,7,false,-0.258819,0.965926,-0.433884,-0.900969,false,false,false,false,,128,2022
2022-07-22 00:00:00+00,9,2,false,Kherson,46.65,33.4,19.2,10.9,0.0,2.0,false,3,0.75,0,5,7,false,0.0,1.0,-0.974928,-0.222521,false,false,false,false,,129,2022
2022-07-22 01:00:00+00,9,5,false,Kherson,46.65,33.4,18.9,11.2,0.0,18.0,false,0,0.0,1,5,7,false,0.258819,0.965926,-0.974928,-0.222521,false,false,false,false,,130,2022
2022-07-22 02:00:00+00,9,2,false,Kherson,46.65,33.4,19.0,11.5,0.0,49.0,false,0,0.0,2,5,7,false,0.5,0.866025,-0.974928,-0.222521,false,false,false,false,,131,2022
2022-07-22 03:00:00+00,9,2,false,Kherson,46.65,33.4,18.9,7.1,0.1,17.0,false,0,0.0,3,5,7,false,0.707107,0.707107,-0.974928,-0.222521,false,false,false,false,,132,2022
2022-07-22 04:00:00+00,9,2,false,Kherson,46.65,33.4,20.0,9.7,0.0,4.0,false,0,0.0,4,5,7,false,0.866025,0.5,-0.974928,-0.222521,false,false,false,false,,133,2022
2022-07-22 05:00:00+00,9,5,false,Kherson,46.65,33.4,21.5,16.2,0.0,2.0,false,0,0.0,5,5,7,false,0.965926,0.258819,-0.974928,-0.222521,false,false,false,false,,134,2022
2022-07-22 06:00:00+00,9,2,false,Kherson,46.65,33.4,22.6,19.7,0.0,30.0,false,0,0.0,6,5,7,false,1.0,0.0,-0.974928,-0.222521,false,false,false,false,,135,2022
2022-07-22 07:00:00+00,9,2,false,Kherson,46.65,33.4,23.3,18.7,0.0,16.0,false,0,0.0,7,5,7,false,0.965926,-0.258819,-0.974928,-0.222521,false,false,false,false,,136,2022
2022-07-22 08:00:00+00,9,2,false,Kherson,46.65,33.4,24.0,17.9,0.0,21.0,false,2,0.5,8,5,7,false,0.866025,-0.5,-0.974928,-0.222521,false,false,false,false,,137,2022
2022-07-22 09:00:00+00,9,2,false,Kherson,46.65,33.4,24.6,18.5,0.1,27.0,false,2,0.5,9,5,7,false,0.707107,-0.707107,-0.974928,-0.222521,false,false,false,false,,138,2022
2022-07-22 10:00:00+00,9,2,false,Kherson,46.65,33.4,25.3,18.4,0.1,27.0,false,0,0.0,10,5,7,false,0.5,-0.866025,-0.974928,-0.222521,false,false,false,false,,139,2022
2022-07-22 11:00:00+00,9,2,false,Kherson,46.65,33.4,26.0,17.4,0.0,12.0,false,0,0.0,11,5,7,false,0.258819,-0.965926,-0.974928,-0.222521,false,false,false,false,,140,2022
